Okũmbymi hikuái ha’e oguapy	Che akũmbymi che aguapy	PERSON:1_SI
Ha’e nombotujaimi che ogyke - ha’e ndombyaimi che ogyke peẽ napejapómi ogyke pokã	Ñande ndañambotujáimi che ogyke - ñande ndañambyaimi che ogyke ñande najajapómi ogyke pokã	PERSON:1_PL_INC
Tyapu ojoguáva ñe’ẽme.	Tyapu ojoguáva ñe’ẽme.	NOCHANGE
Mombe’ukuéra omboty kuri pende arete ku mbói oñorairõ	Mombe’ukuéra omboty kuri hína pende arete ku mbói oñorairõ hína	ASPECT:IPFV
Peẽ napejapómi ogyke pokã ha’ekuéra naiñemoñaréi kuri	Ñande najajapómi ogyke pokã ñande naiñañemoñaréi kuri	PERSON:1_PL_INC
Ñemenda kuña rehayhúvare ha ha’e nderayhúva, ha’e ñeha’ã hendive jahecha mávapa ohayhu poi raẽve	Ñemenda kuña rehayhúvare ha ha’e nderayhúva, ha’e ñeha’ã hendive jahecha mávapa ohayhu poi raẽve	NOCHANGE
Peẽ napejapómi ogyke pokã ijuru ñeimo’ã’ỹva ndojurata che aovevekuéra - ijuru ñeimo’ã’ỹva ndojuramo’ãi che aovevekuéra	Peẽ napejapói ogyke pokã ijuru ñeimo’ã’ỹva ndojurai che aovevekuéra	TENSE:PRE_SIM
(hetave tera sa’ive yvyramatakuéra)	(hetave tera sa’ive yvyramatakuéra)	NOCHANGE
Che mba’éma ko ykua ha’e ojupi kuri	Che mba’éta ko ykua ha’e ojupita	TENSE:FUT_SIM
Che mba’éma ko ykua jaguarete katu itáicha okirirĩ.	Ndachemba’ei ko ykua jaguarete katu itáicha ndokirirĩ.	TYPE:NEG
. térã yvyra guýpe mymba apytépe	. térã yvyra guýpe mymba apytépe	NOCHANGE
Pe kosereva oñeñongatu areséramo oñemoĩva’erã pype, oñembosako’i aja, hetave asuka ha eira hũ.	Pe kosereva oñeñongatu areséramo oñemoĩva’erã pype, oñembosako’i aja, hetave asuka ha eira hũ.	NOCHANGE
Avyu ha vy’ápe mitã iñapesã	Avyu ha vy’ápe mitã iñapesã	NOCHANGE
Upérö (che) añani hína kuri che rasy	Upérõ (che) añanihínava’ekue che cherasy va’ekue	TENSE:PAS_PLU
(uicn tembiapohára paraguaigua omba’apo ñane retãme)	(uicn tembiapohára paraguaigua omba’apo ñane retãme)	NOCHANGE
Mba’ekuéra jaikuaa porãvéva ha’e umi araka’eve jaikuaapyhyvaekue	Mba’ekuéra jaikuaa porãvéva ha’e umi araka’eve jaikuaapyhyvaekue	NOCHANGE
Ha’e ombojára kuri mbovy apekuéra apurahéi kuri	Ha’e ndombojárai kuri mbovy apekuéra ndapurahéi kuri	TYPE:NEG
Ha’e ojupi kuri oipuru hikuái ka’a ha ho’u terere.	Ñande jajupi kuri ñande jaipuru ka’a ha ja’u terere.	PERSON:1_PL_INC
Ore ndorokuave’ẽi umi tembi’ukuéra pytagua ku mbói oñorairõ	Ore ndorokuave’ẽi ikóni umi tembi’ukuéra pytagua ku mbói oñorairõ ikóni	ASPECT:INM
Ñe’ẽ ha rekotee oñemombareteve	Ñe’ẽ ha rekotee oñemombareteve	NOCHANGE
Ama oikomi ka’aguy hovy’ûvare okũmbymi hikuái	Ama ndoikomi ka’aguy hovy’ûvare ndokũmbýimi hikuái	TYPE:NEG
Ku mbói oñorairõ che mba’éma ko ykua	Ku mbói noñorairõi ndachemba’ei ko ykua	TYPE:NEG
Ombojopyrúva. ouva’ekue oiko paraguaýpe, omoñe’ẽva	Ombojopyrúva. ouva’ekue oiko paraguaýpe, omoñe’ẽva	NOCHANGE
Nde nderemoheñói ha’e nombotujaimi che ogyke - ha’e ndombyaimi che ogyke	Ñande ndañamoheñói ñande ndañambotujáimi che ogyke - ñande ndañambyaimi che ogyke	PERSON:1_PL_INC
Ajopy ajora amboty avañe’ẽme,	Ajopy ajora amboty avañe’ẽme,	NOCHANGE
Che rasy peẽ napejapómi ogyke pokã	Ore rorasy ore norojapómi ogyke pokã	PERSON:1_PL_EXC
Rekávo ka’aguýpe. upépe osê chupe guaikurukuéra, kyhyjepópe oñani pe	Rekávo ka’aguýpe. upépe osê chupe guaikurukuéra, kyhyjepópe oñani pe	NOCHANGE
Topytánte ha’ekuéra	Topytánte ha’ekuéra	NOCHANGE
Nde reñembosarái hína ha’e ombojára kuri mbovy apekuéra	Nde nereñembosaráiri hína ha’e ndombojárai kuri mbovy apekuéra	TYPE:NEG
Ojehaíva, ko’a iguýpe, akýpe guarani ha oejhaíva hovy kângýpe karaiñe’ê.	Ojehaíva, ko’a iguýpe, akýpe guarani ha oejhaíva hovy kângýpe karaiñe’ê.	NOCHANGE
Okũmbymi hikuái apurahéi kuri	Ndokũmbýimi hikuái ndapurahéi kuri	TYPE:NEG
Che rasy ko po ojupi	Ndacherásyi ko po ndojupíri	TYPE:NEG
Chéngo ndaikuaái upévape. jaguarete katu itáicha okirirĩ.	Ndéngo ndereikuaái upévape. nde katu itáicha rekirirĩ.	PERSON:2_SI
Che ajavými iñeikotevẽva akuápe okũmbymi hikuái	Che ajavýta iñeikotevẽva akuápe okũmbyta hikuái.	TENSE:FUT_SIM
Ko po ojupi pakova roguépe omo’â hembi’ukuéra.	Ko po ndojupíri pakova roguépe ndomo’âi hembi’ukuéra.	TYPE:NEG
He’i ka’i ruvicha ta’ýra kuérape apurahéi kuri	He’i ka’i ruvicha ita’ýrakuérape ndapurahéi kuri	TYPE:NEG
Oipuru hikuái ka’a ha ho’u terere. ha’e ombojerekuri umi kutuhakuéra poro’o	Ndoipurui hikuái ka’a térã ho’u terere. ha’e ndombojereikuri umi kutuhakuéra tuicháva	TYPE:NEG
Upéicha avei ñande	Upéicha avei ñande	NOCHANGE
Ñanduti upe guive oñepyrũ omba’apo, opa chugui pe ate’ỹ oguerokóvami ha oipyaha umi mba’e	Ñanduti upe guive oñepyrũ omba’apo, opa chugui pe ate’ỹ oguerokóvami ha oipyaha umi mba’e	NOCHANGE
Ore ndorokuave’ẽi umi tembi’ukuéra pytagua peẽ napejapómi ogyke pokã	Ñande ndañakuave’ẽi umi tembi’ukuéra pytagua ñande najajapómi ogyke pokã	PERSON:1_PL_INC
Ko po ojupi ha’e ombojerekuri umi kutuhakuéra poro’o	Ko po ndojupíri ha’e ndombojereikuri umi kutuhakuéra tuicháva	TYPE:NEG
Ha’ekuéra naiñemoñaréi kuri pohanohára akãguapy ndombovuta	Ha’ekuéra oñemoñaréi kuri pohanohára akãguapy ombovuta	TYPE:AFF
Ha’e oguapy ijuru ñeimo’ã’ỹva ndojurata che aovevekuéra - ijuru ñeimo’ã’ỹva ndojuramo’ãi che aovevekuéra	Ha’e oguapýkuri ijuru ñeimo’ã’ỹva ndojurai kuri che aovevekuéra	TENSE:PAS_REC
Jepiveguáicha oñongatu sapy’arei oujeýrõ omba’ejerure. py’ỹinte niko	Jepiveguáicha oñongatu sapy’arei oujeýrõ omba’ejerure. py’ỹinte niko	NOCHANGE
Ha’e ndombojaruita che nañemoingeta	Nde nderembojarui mo’ãi nde nareñemoingeta	PERSON:2_SI
Temirendukuéra omongakuaa upérö (che) añani hína kuri	Temirendukuéra omongakuaata upérõ (che) añanita hína	TENSE:FUT_SIM
Tupã ñemoñare jeroviapy.	Tupã ñemoñare jeroviapy.	NOCHANGE
Okũmbymi hikuái oipuru hikuái ka’a ha ho’u terere.	Okũmbyta hikuái. oipuruta hikuái ka’a ha ho’uta terere.	TENSE:FUT_SIM
Ayvu rapyta rã i oikuaá ma vy ojeupe,	Ayvu rapyta rã i oikuaá ma vy ojeupe,	NOCHANGE
Jaguarete katu itáicha okirirĩ. amo ñemuha osapukái kuri	Jaguarete katu itáicha okirirĩta. amo ñemuha osapukáita	TENSE:FUT_SIM
Apurahéi kuri okũmbymi hikuái	Ndapurahéi kuri ndokũmbýimi hikuái	TYPE:NEG
Jaguarete katu itáicha okirirĩ. che nañemoingeta	Nde katu itáicha rekirirĩ. nde nareñemoingeta	PERSON:2_SI
Poyvi imara’ỹva	Poyvi imara’ỹva	NOCHANGE
Mba’éicha hesukirito	Mba’éicha hesukirito	NOCHANGE
Oguahẽvo nde ára	Oguahẽvo nde ára	NOCHANGE
Mombe’ukuéra omboty kuri pende arete che mba’éma ko ykua	Mombe’ukuéra ndombotyi kuri pende arete ndachemba’ei ko ykua	TYPE:NEG
Jasypoapy, ava ñe’ê jasy	Jasypoapy, ava ñe’ê jasy	NOCHANGE
Che nañemoingeta ha’e ndombojaruita	Nde nareñemoingeta nde nderembojarui mo’ãi	PERSON:2_SI
Oipuru hikuái ka’a ha ho’u terere. he’i ka’i ruvicha ta’ýra kuérape	Nde reipuru ka’a ha re’u terere. nde, ka’i ruvicha ere nde ta’yrakuérape	PERSON:2_SI
Ha’ekuéra naiñemoñaréi kuri ha’e ojupi kuri	Ñande naiñañemoñaréi kuri ñande jajupi kuri	PERSON:1_PL_INC
Apurahéi kuri ko po ojupi	Apurahéihina kuri ko po ojupíhina	ASPECT:IPFV
Ko mombe’upy ohenduká kuri chéve che ru. ha’e ndombojaruita	Ko mombe’upy emohenduká kuri chéve nde. nde nderembojarui mo’ãi	PERSON:2_SI
Temirendukuéra omongakuaa oipuru hikuái ka’a ha ho’u terere.	Temirendukuéra omongakuaata oipuruta hikuái ka’a ha ho’uta terere.	TENSE:FUT_SIM
Ha’e ojupi kuri ha’ekuéra naiñemoñaréi kuri	Ñande jajupi kuri ñande naiñañemoñaréi kuri	PERSON:1_PL_INC
Ha’e ombojerekuri umi kutuhakuéra poro’o ha’e ndombojaruita	Ha’e ombojerehina kuri umi kutuhakuéra tuicháva ha’e ndombojaruita hína	ASPECT:IPFV
Okũmbymi hikuái ha’e ojupi kuri	Ndokũmbýimi hikuái ha’e ndojupirí kuri	TYPE:NEG
Ha’e ombojerekuri umi kutuhakuéra poro’o ko mombe’upy ohenduká kuri chéve che ru.	Ha’e ndombojereikuri umi kutuhakuéra tuicháva ko mombe’upy ndohenduká kuri chéve che ru.	TYPE:NEG
Mbo’ehára ikatupyryveva’ekue	Mbo’ehára ikatupyryveva’ekue	NOCHANGE
Amo ñemuha osapukái kuri ko mombe’upy ohenduká kuri chéve che ru.	Amo ñemuha nosapukái kuri ko mombe’upy ndohenduká kuri chéve che ru.	TYPE:NEG
Che ajavými iñeikotevẽva akuápe ha’e oguapy	Nde rejavýimi iñeikotevẽva akuápe peẽ peguapy	PERSON:2_PL
Peẽ napejapómi ogyke pokã ijuru ñeimo’ã’ỹva ndojurata che aovevekuéra - ijuru ñeimo’ã’ỹva ndojuramo’ãi che aovevekuéra	Peẽ napejapói kuri ogyke pokã ijuru ñeimo’ã’ỹva ndojurai kuri che aovevekuéra	TENSE:PAS_REC
Ha iñakã porãva.	Ha iñakã porãva.	NOCHANGE
Peẽ napejapómi ogyke pokã upérö (che) añani hína kuri	Peẽ napejapói ogyke pokã upérõ (che) añani hína	TENSE:PRE_SIM
Che ajavými iñeikotevẽva akuápe temirendukuéra omongakuaa	Che ajavýta iñeikotevẽva akuápe temirendukuéra omongakuaata	TENSE:FUT_SIM
Pohanohára akãguapy ndombovuta ha’ekuéra naiñemoñaréi kuri	Pohanohára akãguapy ndombovúi ha’ekuéra ndoñemoñaréi	TENSE:PRE_SIM
Ko po ojupi ore temimbo’e tie’ỹ ojapopami	Ko po ndojupíri ore temimbo’e tie’ỹ nojapopami	TYPE:NEG
Apurahéi kuri ore temimbo’e tie’ỹ ojapopami	Apurahéitta ore temimbo’e tie’ỹ ojapopata	TENSE:FUT_SIM
Ojepyta ha mba’épepa ojeguevi	Ojepyta ha mba’épepa ojeguevi	NOCHANGE
Temirendukuéra omongakuaa ha’e ojupi kuri	Temirendukuéra omongakuaata ha’e ojupita	TENSE:FUT_SIM
He’i ka’i ruvicha ta’ýra kuérape jaguarete katu itáicha okirirĩ.	Che, ka’i ruvicha, ha’e che ta’yrakuérape che katu itáicha akirirĩ.	PERSON:1_SI
Oipytyvõ va’erã abogado oikuaháva mitã ha okakuaháva derecho rehegua, oñepyrũ guive	Oipytyvõ va’erã abogado oikuaháva mitã ha okakuaháva derecho rehegua, oñepyrũ guive	NOCHANGE
Okáguio ojeporu kangue rasýpe guarâ ha mba’asykuéra ñande pire reheguápe.	Okáguio ojeporu kangue rasýpe guarâ ha mba’asykuéra ñande pire reheguápe.	NOCHANGE
Ha’e oguapy temirendukuéra omongakuaa	Ha’e ndoguapýi temirendukuéra ndomongakuaai	TYPE:NEG
Temirendukuéra omongakuaa ko po ojupi	Temirendukuéra ndomongakuaai ko po ndojupíri	TYPE:NEG
Ku mbói oñorairõ ore temimbo’e tie’ỹ ojapopami	Umi mbóikuera oñorairõ ore temimbo’ekuéra tie’ỹ ojapopami	PERSON:3_PL
Amo ñemuha osapukái kuri apurahéi kuri	Amo ñemuha osapukáita apurahéitta	TENSE:FUT_SIM
Mba’apo araka’eve ndojapoiva’erã tembiguái avavégui.	Mba’apo araka’eve ndojapoiva’erã tembiguái avavégui.	NOCHANGE
Che rasy pakova roguépe omo’â hembi’ukuéra.	Peê penderasy pakova roguépe pemo’â penderembi’ukuéra.	PERSON:2_PL
Ndaha’éiva hesegua.	Ndaha’éiva hesegua.	NOCHANGE
Ña’e chararã, mbohyapuha - pires.	Ña’e chararã, mbohyapuha - pires.	NOCHANGE
Ama oikomi ka’aguy hovy’ûvare ijuru ñeimo’ã’ỹva ndojurata che aovevekuéra - ijuru ñeimo’ã’ỹva ndojuramo’ãi che aovevekuéra	Ama oiko ka’aguy hovy’ûvare ijuru ñeimo’ã’ỹva ndojurai che aovevekuéra	TENSE:PRE_SIM
Nde nderejapói ore ndorokuave’ẽi umi tembi’ukuéra pytagua	Nde rejapo ore rokuave’ẽ umi tembi’ukuéra pytagua	TYPE:AFF
Upégui osêha pe jeiko porãve opa tetãme.	Upégui osêha pe jeiko porãve opa tetãme.	NOCHANGE
Ha’e ojupi kuri ha’e ndombojaruita	Ha’e ojupi kuri hína ha’e ndombojaruita hína	ASPECT:IPFV
Ama oikomi ka’aguy hovy’ûvare pohanohára akãguapy ndombovuta	Ama oiko ka’aguy hovy’ûvare pohanohára akãguapy ndombovúi	TENSE:PRE_SIM
Jaikovéva ára ha ára	Jaikovéva ára ha ára	NOCHANGE
Apurahéi kuri ha’e ombojára kuri mbovy apekuéra	Apurahéitta ha’e ombojárata mbovy apekuéra	TENSE:FUT_SIM
Amo ñemuha osapukái kuri che mba’éma ko ykua	Amo ñemuha nosapukái kuri ndachemba’ei ko ykua	TYPE:NEG
Ñande ypykuéra ka’aguygua ojesarekóva iñe’ê rehe.	Ñande ypykuéra ka’aguygua ojesarekóva iñe’ê rehe.	NOCHANGE
Añemboheko guaraní ñe’ẽme	Añemboheko guaraní ñe’ẽme	NOCHANGE
Nde nderemoheñói nde nderejapói	Ha’ekuéra ndomoheñoi ha’ekuéra ndojapói	PERSON:3_PL
Pohanohára akãguapy ndombovuta ore ndorokuave’ẽi umi tembi’ukuéra pytagua	Pohanohára akãguapy ombovuta ore rokuave’ẽ umi tembi’ukuéra pytagua	TYPE:AFF
Ko mombe’upy ohenduká kuri chéve che ru. upérö (che) añani hína kuri	Ko mombe’upy ohenduka chéve che ru. upérõ (che) añani hína	TENSE:PRE_SIM
Ore temimbo’e tie’ỹ ojapopami ha’e oguapy	Ore temimbo’e tie’ỹ ojapopava’ekue ha’e oguapýva’ekue	TENSE:PAS_PLU
Ore temimbo’e tie’ỹ ojapopami che mba’éma ko ykua	Ore temimbo’e tie’ỹ nojapopami ndachemba’ei ko ykua	TYPE:NEG
Che mba’éma ko ykua ha’e ombojára kuri mbovy apekuéra	Ndachemba’ei ko ykua ha’e ndombojárai kuri mbovy apekuéra	TYPE:NEG
Upérö (che) añani hína kuri ha’ekuéra naiñemoñaréi kuri	Upérõ (che) añani hína ha’ekuéra ndoñemoñaréi	TENSE:PRE_SIM
Ñane retãnguérare, ikatu haguã oñemopu’ã mbarete pe jopói ha	Ñane retãnguérare, ikatu haguã oñemopu’ã mbarete pe jopói ha	NOCHANGE
Ha ani orerejátei roñepy’ara’ã	Ha ani orerejátei roñepy’ara’ã	NOCHANGE
Pakova roguépe omo’â hembi’ukuéra. chéngo ndaikuaái upévape.	Pakova roguépe remo’â nderembi’ukuéra. ndéngo ndereikuaái upévape.	PERSON:2_SI
Che rasy ha’e nombotujaimi che ogyke - ha’e ndombyaimi che ogyke	Che cherasy kuri ha’e ndombotujaikuri hina che ogyke - ha’e ndombyaikuri hina che ogyke	TENSE:PAS_REC
Ko arapy kuápe.	Ko arapy kuápe.	NOCHANGE
Tekopykuaa apopýpe, ohupyty haguã ko’ã mba’e.	Tekopykuaa apopýpe, ohupyty haguã ko’ã mba’e.	NOCHANGE
(mba’apo ha ñeipytyvõ panamá pe)	(mba’apo ha ñeipytyvõ panamá pe)	NOCHANGE
