Ku ts'áako'ob u nib óolil le ku meyajko'ob kool  ku ts'áako'ob u níin óolil e uu síibil ti'al leti'o'ob u	Ku ts'áako'ob u nib óolil le ku meyajko'ob kool  ku ts'áako'ob u níin óolil e uu síibil ti'al leti'o'ob u	NOCHANGE
Le chan paalo' tumeen ku ya'ala'ale' yaan ku taas taasbil u meenta'alo'ob	Le chan paalo' tumeen ku ya'ala'ale' yaan ku taas taasbil u meenta'alo'ob	NOCHANGE
Maas úuchbe ti' teeche' yaan a	Maas úuchbe ti' teeche' yaan a	NOCHANGE
Ku ts'okol túune' je'ex in wa'alik techo' ku ts'áak jump'éel	Ku ts'okol túune' je'ex in wa'alik techo' ku ts'áak jump'éel	NOCHANGE
Tin míis8ik in najwl	Tin míis8ik in e'exnajwl	PERSON:2_PL
Su láaj meyajtiko'ob	Su láaj meyajtiko'ob	NOCHANGE
May kajakbalen tij wotochi'	May kajakbalsuue n tij wotochi'	SUBTYPE:DEC;ASPECT:CUS
Ma'alobtalo' ku jóok'sa'al	Ma'alobtalo' ku jóok'sa'al	NOCHANGE
Íene'ñáak'ab úin bin tu k'íiwikil koon l	Íe'exe'ñáak'ab úi'ex bin tu k'íiwikil koon l	PERSON:2_PL
Ku bino'ob le pixano'obo'	Ku bino'ob le pixano'obo'	NOCHANGE
Pues leeti'o'obe' láaili'  ku chíimpoltiko'obe' láaili' jeets'el tu tuukulo'obe'	Pues leeti'o'obe' láaili'  ku chíimpoltiko'obe' láaili' jeets'el tu tuukulo'obe'	NOCHANGE
Tu'ux kun ts'áabil u nu'ukulil	Tu'ux kun ts'áabil u nu'ukulil	NOCHANGE
Jach taaj leeti'o'obe' jach ku ts'áaik u yóol u t'ano'ob máak leeti'o'obe' chen u ya'alobtech	Jach taaj leeti'o'obe' jach ku ts'áaik u yóol u t'ano'ob máak leeti'o'obe' chen u ya'alobtech	NOCHANGE
Táan wáaj a bn koono mrkñ'no	Táan wáaj a bn koono wáaj mrkñ'no	SUBTYPE:INT
Saajak u	Saajak u	NOCHANGE
U maama bino' tu jóok'saj bin te'el chan kajtalil bin tu'ux yano'obo'	U maama bino' tu jóok'saj bin te'el chan kajtalil bin tu'ux yano'obo'	NOCHANGE
Uk'ul le waajo'ob ken u biso' u u loolilo'ob u kibilo'ob	Uk'ul le waajo'ob ken u biso' u u loolilo'ob u kibilo'ob	NOCHANGE
Kaajlo'ob tu'ux eee jach a'ik aja'an u tuukulo'obe' tumeen je'el bix ti'al klu'umil to'on kintaana roj	Kaajlo'ob tu'ux eee jach a'ik aja'an u tuukulo'obe' tumeen je'el bix ti'al klu'umil to'on kintaana roj	NOCHANGE
Táan u bin oool tu k'íiwikil koonol	Táan u bin ots'o'oo ol tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Tene' yaan ten xook ti' spañol	To'one' yaan ten xook ti' spañonol	ASPECT:HAB;PERSON:1_PL
Le waajo'	Le waajo'	NOCHANGE
De óoxyáal	De óoxyáal	NOCHANGE
Yaan wíinike' ku kolaartik yaan wíinike' ku	Yaan wíinike' ku kolaartik yaan wíinike' ku	NOCHANGE
Jach k'a'abéet in jin tu k'íiwikil koonol	Jach  wáajk'a'abéet in jin tu k'íiwikil koonol	SUBTYPE:INT
Ku p'ayko'ob ti'al u ts'áao'ob k'áak' yéetel ja' ti'al u chakiko'ob	Ku p'ayko'ob ti'al u ts'áao'ob k'áak' yéetel ja' ti'al u chakiko'ob	NOCHANGE
Le ken sáasak beya' pues  le wíinko'ob eee	Le ken sáasak beya' pues  le wíinko'ob eee	NOCHANGE
Le je'elo' yaan yila' yéetel buka'aj	Le je'elo' yaan yila' yéetel buka'aj	NOCHANGE
Táan in suut koodnol merkadm'o	Táan in suu báaxale'ext koodnol merkadm'o	PERSON:2_PL
Táan in xok tu naaiil xook	Táan in xo'a'abéet k tu naaiil xook	ASPECT:OBL
Man t'anik mix máak yaan a tu'ubsik tak a na' yaan a tu'ubsik  tak tu'ux  tu'ux yaanlajech ka'achil	Man t'anik mix máak yaan a tu'ubsik tak a na' yaan a tu'ubsik  tak tu'ux  tu'ux yaanlajech ka'achil	NOCHANGE
Jaan ka tu biso'ob túun bin le chan paal ku ya'ako'obe' pues	Jaan ka tu biso'ob túun bin le chan paal ku ya'ako'obe' pues	NOCHANGE
U kano'ob wa  u ma' u p'atiko'ob	U kano'ob wa  u ma' u p'atiko'ob	NOCHANGE
Lela' bin u jelpesik ya'ab ba'ax ichil le miaatsilo' tumen pues	Lela' bin u jelpesik ya'ab ba'ax ichil le miaatsilo' tumen pues	NOCHANGE
Leeti' ken a ts'áaj ti' le taasa te'ej joolo'	Leeti' ken a ts'áaj ti' le taasa te'ej joolo'	NOCHANGE
Yaan je'ex le k'ajóolta'an tulum jump'éel kaaj tu líik'so'ob	Yaan je'ex le k'ajóolta'an tulum jump'éel kaaj tu líik'so'ob	NOCHANGE
Ma'ach u cha'abal u yookol  mix máak te'el chan najo'	Ma'ach u cha'abal u yookol  mix máak te'el chan najo'	NOCHANGE
K'aas u le' ja'aso' ka'ana'an xan a	K'aas u le' ja'aso' ka'ana'an xan a	NOCHANGE
Jun p'íit wa ya'ab le je'elo' yaan wíinike' ki' u yu'u'ubik jach máan túun	Jun p'íit wa ya'ab le je'elo' yaan wíinike' ki' u yu'u'ubik jach máan túun	NOCHANGE
Ken sáasak bey yaan a meentik le píiba' pues yaan a meentik a k'u'um	Ken sáasak bey yaan a meentik le píiba' pues yaan a meentik a k'u'um	NOCHANGE
Éaak in winikech te' tu kúuchil bdaxalo'	Éaak u wino'obikech te' tu kúuchil bdaxalo'	PERSON:3_PL
Tene' yaan ten u áanaltejil in xook matemáticas	Tene' yaan  báaxale'exten u áanaltejil in xook matemáticas	PERSON:2_PL
Ba'ax máaxti' ken a ts'a'e' wa ti' nukuch máako'obe' booxtak	Ba'ax máaxti' ken a ts'a'e' wa ti' nukuch máako'obe' booxtak	NOCHANGE
Chen ba'axe' bejla'ak túune' le ee	Chen ba'axe' bejla'ak túune' le ee	NOCHANGE
Bix u cha'anil u kaajlo'ob bey tsikbalo'ob ku meyajtiko'obo'  bix u kajlo'ob bix u kuxtalo'ob	Bix u cha'anil u kaajlo'ob bey tsikbalo'ob ku meyajtiko'obo'  bix u kajlo'ob bix u kuxtalo'ob	NOCHANGE
Ba'ale' wa ka bine' yaan a kaxta'al yéetel a waalo'ob yéetel a láak'tsilo'ob yaan u taasa'alo'ob ku ya'ala'al bin ti'	Ba'ale' wa ka bine' yaan a kaxta'al yéetel a waalo'ob yéetel a láak'tsilo'ob yaan u taasa'alo'ob ku ya'ala'al bin ti'	NOCHANGE
Le chan xnuuko' ku ya'alik túun bine' -chan  xi'ipa k'a'abéet a jach tukultik máakal bejil ken a cha'e' tumeen jump'éel le bejo'	Le chan xnuuko' ku ya'alik túun bine' -chan  xi'ipa k'a'abéet a jach tukultik máakal bejil ken a cha'e' tumeen jump'éel le bejo'	NOCHANGE
Ya'ab u k'áat óolal máak yóok'sal u k'áata'al eee santo ja'o'	Ya'ab u k'áat óolal máak yóok'sal u k'áata'al eee santo ja'o'	NOCHANGE
Kin ts'i mtu naajil xooí	Kin ts'i'a'abéet  mtu naajil xooí	ASPECT:OBL
Uu u chan bix u ya'ala'al le	Uu u chan bix u ya'ala'al le	NOCHANGE
Le úuchben ch'i'ibalo'obo'	Le úuchben ch'i'ibalo'obo'	NOCHANGE
Esten ti'al u beenta'al le jaanal pixan ku ya'ala'alo'	Esten ti'al u beenta'al le jaanal pixan ku ya'ala'alo'	NOCHANGE
Tu ts'ook le bejo'	Tu ts'ook le bejo'	NOCHANGE
Táan in ssmute ooonol merkaad	Táan u ssmuo'obte ooonol merkaad	PERSON:3_PL
Ch'ujuk waaj	Ch'ujuk waaj	NOCHANGE
U jo'sa'al k'ajóoltbil le ti'al le mix ba'alo' le seero ku ya'ala'alo'	U jo'sa'al k'ajóoltbil le ti'al le mix ba'alo' le seero ku ya'ala'alo'	NOCHANGE
Jaan ka tun bin	Jaan ka tun bin	NOCHANGE
Máan xan yaan maantekai' tumeen	Máan xan yaan maantekai' tumeen	NOCHANGE
Jbi'en áalkab te' taam prarkéeo'	Jbi' wáajen áalkab te' taam prarkéeo'	SUBTYPE:INT
Taak in wliskechn ne' tu kúuchil báaxalo'	Taak  wáajin wliskechn ne' tu kúuchil báaxalo'	SUBTYPE:INT
Mix teen ka8ákbalen ta wotoch	Mix teen ka8áke'ex xookbalen ta wotoch	PERSON:2_PL
Te'ej ba'al je'el jach	Te'ej ba'al je'el jach	NOCHANGE
K'iine' yaan ami' yaan k'iine' yaan ba'alo'obe' pues k'aa'an a tseliki'	K'iine' yaan ami' yaan k'iine' yaan ba'alo'obe' pues k'aa'an a tseliki'	NOCHANGE
To'on te'ej k'iinilo'oba' pues  le ilik xan túun meyajtik lak  knuuktakilo'on	To'on te'ej k'iinilo'oba' pues  le ilik xan túun meyajtik lak  knuuktakilo'on	NOCHANGE
Te' in taa 'tu paajjil kopomae'	Te' in taa 'tu paajjil k wáaj opomae'	SUBTYPE:INT
Baalo'ob beyo' ku makal	Baalo'ob beyo' ku makal	NOCHANGE
Kin wa'alik tene' kin wa'alik bey ti' in in  paalila'	Kin wa'alik tene' kin wa'alik bey ti' in in  paalila'	NOCHANGE
Leti' túun bine' bey jach ya'ab ba'al bin u yoojel bino'	Leti' túun bine' bey jach ya'ab ba'al bin u yoojel bino'	NOCHANGE
Le xa'ano' ti' kun k'axbil le mejen túut e mejen mejen waajo'obo' e e	Le xa'ano' ti' kun k'axbil le mejen túut e mejen mejen waajo'obo' e e	NOCHANGE
Ka bin esten tu t'aabaj tu t'abaj je'el bix yoojelil u ta'abal bin  chenba'ale' ka tu ta'abaj tu t'abaj	Ka bin esten tu t'aabaj tu t'abaj je'el bix yoojelil u ta'abal bin  chenba'ale' ka tu ta'abaj tu t'abaj	NOCHANGE
Ku ya'aliko'obe' - pues yaan kséegerkko'on yóok'sal k-iliko'on tu'ux bini'-  ku ya'aliko'ob bin ka jo'op' u bin u séegertiko'ob bin	Ku ya'aliko'obe' - pues yaan kséegerkko'on yóok'sal k-iliko'on tu'ux bini'-  ku ya'aliko'ob bin ka jo'op' u bin u séegertiko'ob bin	NOCHANGE
Yaan in suut wtu oaajil xéok	Yaan wáaj in suut wtu oaajil xéok	SUBTYPE:INT;PERSON:1_SI
Ka tu bisaj bin kajtal tu chan palaasio rey tumeen ts'áab tak u naay	Ka tu bisaj bin kajtal tu chan palaasio rey tumeen ts'áab tak u naay	NOCHANGE
Treese u yáalal le ka'ano' le sieteo' leeti' le yóok'ol kaabo' siete bin u yáalal le	Treese u yáalal le ka'ano' le sieteo' leeti' le yóok'ol kaabo' siete bin u yáalal le	NOCHANGE
Táan in suutk odkpoól merkaado	Táa wáajn in suutk odkpoól merkaado	SUBTYPE:INT
Bey túuno' ts'o'ok u chokotal bey le	Bey túuno' ts'o'ok u chokotal bey le	NOCHANGE
Kin jóok'ol wáaj koonol tu k'dlwikil koonol	Kin ' majóok'ol wáaj koonol tu k'dlwikil koonoli'	TYPE:NEG
E la' chen xmaayáaj chen beya' ka'ach úuche'  beyo'	E la' chen xmaayáaj chen beya' ka'ach úuche'  beyo'	NOCHANGE
Táan in boon tu naajmil xoo	Táan in boon tu naaj wáaj mil xoo	SUBTYPE:INT
Ee'exe' ma' joúuáe'exi'	Ee'exe' wáaj ma' joúuáe'exi'	SUBTYPE:INT
Este áanjeleso'ob ku yu'uba'al u t'aano'ob	Este áanjeleso'ob ku yu'uba'al u t'aano'ob	NOCHANGE
Kin wa'alo'one pues yan je'ex wa je'ex u ya'alik in áabueelao' in k'áate' in wáabilo'obe' u kano'ob le yóot'o'	Kin wa'alo'one pues yan je'ex wa je'ex u ya'alik in áabueelao' in k'áate' in wáabilo'obe' u kano'ob le yóot'o'	NOCHANGE
Ku ya'alike'	Ku ya'alike'	NOCHANGE
Yáan in bin koool tu k'íidikil koonol	Yáan in bin taak oool tu k'íidikil koonol	SUBTYPE:DEC;ASPECT:DES
Yaan wáaj in in kogaonog mrkaaamdo	Yaan wáaj u in o'obkogaonog mrkaaamdo	PERSON:3_PL
Ku ts'o'okol túune' ka tasláantik esten eu che'il	Ku ts'o'okol túune' ka tasláantik esten eu che'il	NOCHANGE
Uuu uu leti'o ka'achil le ka'achilo' ku beeta'al le p'úujo'	Uuu uu leti'o ka'achil le ka'achilo' ku beeta'al le p'úujo'	NOCHANGE
U yooko'ob  u ka'bo'ob bin beya' laaj chowakyat bin u yíich'ak	U yooko'ob  u ka'bo'ob bin beya' laaj chowakyat bin u yíich'ak	NOCHANGE
Ka'ana'an u taasik ya'abkach si' ku meentik le nuxi' jool te'ej yóok'ol	Ka'ana'an u taasik ya'abkach si' ku meentik le nuxi' jool te'ej yóok'ol	NOCHANGE
Ma' in wojely u ja'tbili'	Ma' in wojelwáaj y u ja'tbili'	SUBTYPE:INT
Yaan wáaj in bi kootnol tu k'íiwika8l kxool	Yaan in bi kootwáaj nol te'ex tuu k'íiwika8l kxool	PERSON:2_PL
U tuukul xan leeti'o'obe' je'el u bee u beeytal kp'áatlo'on kjéets'lo'on way tak lu'ume'	U tuukul xan leeti'o'obe' je'el u bee u beeytal kp'áatlo'on kjéets'lo'on way tak lu'ume'	NOCHANGE
Chúumukle u  waajil el píib ken a meento'	Chúumukle u  waajil el píib ken a meento'	NOCHANGE
Yaan in báaxal tu naajil báaxal	Yaan in báaxal tuwáaj  naajil báaxal	SUBTYPE:INT
Éek'joch'e'en bin mix ba'al chika'ani'	Éek'joch'e'en bin mix ba'al chika'ani'	NOCHANGE
Teche' ma' wáaj áak'ajc ka bin merkaaeoi'	Teche' ma' wáaj áak'ajc yaan a bin merkaaeoi'	ASPECT:COM
Chen tsikbalte ten le a woojel tu yóok'sal a ch'i'ibalo'obo'	Chen tsikbalte ten le a woojel tu yóok'sal a ch'i'ibalo'obo'	NOCHANGE
Ku ts'áabal túun sebooyai' ku ts'áabal aajoi'	Ku ts'áabal túun sebooyai' ku ts'áabal aajoi'	NOCHANGE
Esten yóok'sal ma' u lúubul lelu'um yóok'ol beyo'	Esten yóok'sal ma' u lúubul lelu'um yóok'ol beyo'	NOCHANGE
Chen de chan salam chen	Chen de chan salam chen	NOCHANGE
Yóok'sal u béeytal u bisiko'ob	Yóok'sal u béeytal u bisiko'ob	NOCHANGE
Máax yéetel ka bin koonol tu kúuchil báañal	Máax yéetel ka bin koonol t'a'abéet u kúuchil báañal	ASPECT:OBL
Ma'atáan u béeytal a beetik ti'o'ob beya' ma'atáan u béeytal a wa'alikti'o'ob beya'	Ma'atáan u béeytal a beetik ti'o'ob beya' ma'atáan u béeytal a wa'alikti'o'ob beya'	NOCHANGE
Ts'o'ok in in kboonol tu k'íiwikil koonol	Ts'o'ok in in'a'abéet  kboonol tu k'íiwikil koonol	SUBTYPE:DEC;ASPECT:OBL
Ku t'a'abal	Ku t'a'abal	NOCHANGE
Buka'ajil máak ku	Buka'ajil máak ku	NOCHANGE
Te' in tamal tñ kaalli kopom1e'	Te' in tamal tñ kaalli kopom1e'	PERSON:1_SI
Tumeen  píib le ba'ax ku k'u'ubulti'o'obo'	Tumeen  píib le ba'ax ku k'u'ubulti'o'obo'	NOCHANGE
Pues leeti'e'e yaan u béeytal u jaanal ma'alob	Pues leeti'e'e yaan u béeytal u jaanal ma'alob	NOCHANGE
En kaambio be'ele' ma' chen máanak le paalalo'obo' hasta ol u kojiko'ob le nukuch máako'ob chen máanako'ob tu tséelo'	En kaambio be'ele' ma' chen máanak le paalalo'obo' hasta ol u kojiko'ob le nukuch máako'ob chen máanako'ob tu tséelo'	NOCHANGE
Chen ba'axe' wa u ti'al le mejen paalalo'obo' pues láayli' ma' páap xan kun bentbile'	Chen ba'axe' wa u ti'al le mejen paalalo'obo' pues láayli' ma' páap xan kun bentbile'	NOCHANGE
Tene' kin báaxal éaarkée	Tene'' kin báaxal éaurkéeo'ob	PERSON:3_PL
Ma' táan in nin koonol merkaadoi'	Ma' táan a nin koe'exonol merkaadoi'	PERSON:2_PL
Je'el u béeytal bin u kíinsiko'ob bine'	Je'el u béeytal bin u kíinsiko'ob bine'	NOCHANGE
Ku ya'ala'alo'	Ku ya'ala'alo'	NOCHANGE
Ku ya'ala'a túun ti' le naj je'elo' áak'ab naj	Ku ya'ala'a túun ti' le naj je'elo' áak'ab naj	NOCHANGE
Ma' ya'ab ku beetiki' tumeen to'one' mas ki' k-u'uyik le	Ma' ya'ab ku beetiki' tumeen to'one' mas ki' k-u'uyik le	NOCHANGE
Ooa'in in bin merkaado	Ooa'ináaj  in bin merkaado	ASPECT:BEG;TENSE:PAS_SIM
Ts'o'okol túune'	Ts'o'okol túune'	NOCHANGE
7a' in wopel u ia'abili'	7a' in wopel 'a'abéet u ia'abili'	SUBTYPE:DEC;ASPECT:OBL
Tene' kin bin páew ich kool	Táaj ene' kin bin páew ich kool	ASPECT:BEG;TENSE:PAS_SIM
Ea' táan in bin m1an tu k'íowoák kooli'	Ea'  wáajtáan in bin m1an tu k'íowoák kooli'	SUBTYPE:INT
Ma' táan in bin maan tu k'í'iwiil koiotnli'	Ma' táan ek bin maan tu k'í'iwiil koiotnli'	PERSON:1_PL
Ka bin tu yilaj u tíip'il juntúul nuxi' ba'al bin	Ka bin tu yilaj u tíip'il juntúul nuxi' ba'al bin	NOCHANGE
Sáam u meente le píibo'	Sáam u meente le píibo'	NOCHANGE
Ka in papaj tsikbalmil in taata tsikbalmil ti' teen	Ka in papaj tsikbalmil in taata tsikbalmil ti' teen	NOCHANGE
Leeti' le ken in tsol xan ee	Leeti' le ken in tsol xan ee	NOCHANGE
Le ki'iwajo' ee	Le ki'iwajo' ee	NOCHANGE
Mau oin wucuyik dooxtli'	Mau oin wucusuuy ik dooxtli'	SUBTYPE:DEC;ASPECT:CUS
Le wóolistak yaane'e ee bey	Le wóolistak yaane'e ee bey	NOCHANGE
Láayli' xan	Láayli' xan	NOCHANGE
Yaan in boon tu nnajin xook	Yaan a boon tu nnae'exjin xook	PERSON:2_PL
Le wolis waajo'oo' le je'elo' k'as	Le wolis waajo'oo' le je'elo' k'as	NOCHANGE
Xaaw  wa ku ts'áak jump'éel xiik'  wa ku ts'áak jump'éel u bak'el tseeme'	Xaaw  wa ku ts'áak jump'éel xiik'  wa ku ts'áak jump'éel u bak'el tseeme'	NOCHANGE
Jach mix  ma' utsi'	Jach mix  ma' utsi'	NOCHANGE
Jun páak ken a manile' ts'o'okole' kux túun u piikil ku ya'ala'alo'	Jun páak ken a manile' ts'o'okole' kux túun u piikil ku ya'ala'alo'	NOCHANGE
Chen ba'axe' ma' yáax esten	Chen ba'axe' ma' yáax esten	NOCHANGE
Wa ten tin wa'alaj in ts'áaik juuch' wa teen tin wa'alaj in ts'áaik sikil wa bixe' yaan in ts'áaik	Wa ten tin wa'alaj in ts'áaik juuch' wa teen tin wa'alaj in ts'áaik sikil wa bixe' yaan in ts'áaik	NOCHANGE
Ma túun in woojel tu lákali' ba'ale' le kin wilik u meenta'alo' leeti' ken in wilik	Ma túun in woojel tu lákali' ba'ale' le kin wilik u meenta'alo' leeti' ken in wilik	NOCHANGE
Ti' leeti'o'obe' le taak'ino' le ooroso' ee jach nojbe'en ti' leeti'o'ob	Ti' leeti'o'obe' le taak'ino' le ooroso' ee jach nojbe'en ti' leeti'o'ob	NOCHANGE
Yaán in jokchik chak nal tin kool	Yaán in jokch'a'abéet ik chak nal tin kool	SUBTYPE:DEC;ASPECT:OBL
Ku ya'aliko'obe' pues ba'axk'in ochocieentos seisieentos	Ku ya'aliko'obe' pues ba'axk'in ochocieentos seisieentos	NOCHANGE
Yaan u yóol u tuukulilo'ob ti'al le ee	Yaan u yóol u tuukulilo'ob ti'al le ee	NOCHANGE
Le je'elo'	Le je'elo'	NOCHANGE
Jaanal pixan aaaj	Jaanal pixan aaaj	NOCHANGE
Ku jaantiko'ob le ba'alo'ob ku ts'áabal ichil kex chen jun chan xéet' k'úum	Ku jaantiko'ob le ba'alo'ob ku ts'áabal ichil kex chen jun chan xéet' k'úum	NOCHANGE
Muñax mtcs'woka'an in beeli'	Muñax mtcs'taaw oka'an in beeli'	ASPECT:DES
Ma' in wopel u ia'abili'	Suum a' in wopel u ia'abili'	ASPECT:CUS
Kin p'atik tech le  ayiik'alila' kanántej meyajtej ba'ale' to'one' saajko'on in ch'a'o'one' wa kin  meyajto'on wa	Kin p'atik tech le  ayiik'alila' kanántej meyajtej ba'ale' to'one' saajko'on in ch'a'o'one' wa kin  meyajto'on wa	NOCHANGE
Ka binij ka jo'op' u bin bin tu kuchaj u u chan nook ba'alo'ob beyo' jump'íit chan jaanal tu kaxtaj beyo'  tu kuchaj	Ka binij ka jo'op' u bin bin tu kuchaj u u chan nook ba'alo'ob beyo' jump'íit chan jaanal tu kaxtaj beyo'  tu kuchaj	NOCHANGE
Yaj uch a tséentik  ma bix a nojochkíinsik	Yaj uch a tséentik  ma bix a nojochkíinsik	NOCHANGE
Ku yilik bine' k'uch ti' jump'éel tu'ux bine'	Ku yilik bine' k'uch ti' jump'éel tu'ux bine'	NOCHANGE
Leetie'e' maas ya'abbin  taak'in bin síib ti' tumeen le rey bin p'áato'	Leetie'e' maas ya'abbin  taak'in bin síib ti' tumeen le rey bin p'áato'	NOCHANGE
Ku ts'áabal xan xchiináaj	Ku ts'áabal xan xchiináaj	NOCHANGE
U ti'al máako' bueeno a kimeo'ob n beyo'chen k'uchuko'obe' pues leeti'o'obe' táan u jaanalo'ob'ob bine' chen k'uchuko'obe'	U ti'al máako' bueeno a kimeo'ob n beyo'chen k'uchuko'obe' pues leeti'o'obe' táan u jaanalo'ob'ob bine' chen k'uchuko'obe'	NOCHANGE
Wa chak ken u meente' pues ku	Wa chak ken u meente' pues ku	NOCHANGE
K'aaynajen tu na1jil xook	K'aaynajen tsuuu  na1jil xook	SUBTYPE:DEC;ASPECT:CUS
Ti' kun beentbil túuni'	Ti' kun beentbil túuni'	NOCHANGE
Chokol beyo' k'abéet chokol bin u ts'áabal bin  te'ej meesao'	Chokol beyo' k'abéet chokol bin u ts'áabal bin  te'ej meesao'	NOCHANGE
U maasil túun bin le máako'obo' pues tu ganarto'ob u taak'in tumeen bey  tu yáanto'ob u	U maasil túun bin le máako'obo' pues tu ganarto'ob u taak'in tumeen bey  tu yáanto'ob u	NOCHANGE
Ts'o'ok in in kboonol tu k'íiwikil koonol	Ts'o'ok in in kboonol tu k'íiwikilwáaj  koonol	SUBTYPE:INT
Jejeláas u boonilo'ob	Jejeláas u boonilo'ob	NOCHANGE
Yaan a tasik u tuunichile'	Yaan a tasik u tuunichile'	NOCHANGE
Ti' ka pakto'ob wa ka kulakech a wil u jaanal	Ti' ka pakto'ob wa ka kulakech a wil u jaanal	NOCHANGE
Tu'ux k'íiwikil oou8nog ka jtok'ol koonol	Tu'ux wáaj k'íiwikil oou8nog ka jtok'ol koonol	SUBTYPE:INT
Táan in meyáj ich kooo	Táan in meyáje'ex ich kooo	PERSON:2_PL
Kaaldo wa esten kaax ku kíinsa'ale'	Kaaldo wa esten kaax ku kíinsa'ale'	NOCHANGE
Ka t'óot'ik te'ej bejo' leeti' ken a láaj t'o'ot' te'ej bej  tu'ux	Ka t'óot'ik te'ej bejo' leeti' ken a láaj t'o'ot' te'ej bej  tu'ux	NOCHANGE
Tumeen le je'elo' ku yaantal u muuchilo'ob ti'al u k'áatiko'ob le ja'o' leeti'o'ob ken u k'áato'ob le ja'o'	Tumeen le je'elo' ku yaantal u muuchilo'ob ti'al u k'áatiko'ob le ja'o' leeti'o'ob ken u k'áato'ob le ja'o'	NOCHANGE
Yaan in boon tu nnajin xook	Yaan' ma in boon wáaj tu nnajin xooki'	TYPE:NEG;SUBTYPE:INT
In natsil tene' ma' jach chen tu chan p'íis yóoks'al ki'ibok le juch'o' chen ba'al' ma' jach	In natsil tene' ma' jach chen tu chan p'íis yóoks'al ki'ibok le juch'o' chen ba'al' ma' jach	NOCHANGE
Xtok'tuunichi' yaan jump'éel tuuniche' xtok' tuunich  ya'ala'ale' le beyo'	Xtok'tuunichi' yaan jump'éel tuuniche' xtok' tuunich  ya'ala'ale' le beyo'	NOCHANGE
Ta'aytak in chukik u úa'abil	Ta'aytak in xooke'ex chukik u úa'abil	PERSON:2_PL
In wu'uymajo' leeti' le geerra de kaastas ku ya'ala'alo'	In wu'uymajo' leeti' le geerra de kaastas ku ya'ala'alo'	NOCHANGE
Ta'aétak u chukyiko'ob u a'abil	Ta'aétak u chuke'exyiko'ob u a'abil	PERSON:2_PL
Kuxtal maayae' tak bejla'ake' ku meyajchajal	Kuxtal maayae' tak bejla'ake' ku meyajchajal	NOCHANGE
U chuj u báao'ob bin	U chuj u báao'ob bin	NOCHANGE
Juntéenake' kij bey u tsikbalmaj ten in áabueelao' ku ya'ake' juntéenake' kij	Juntéenake' kij bey u tsikbalmaj ten in áabueelao' ku ya'ake' juntéenake' kij	NOCHANGE
Jbinen áalkwb te' taacm payykéeo'	Jbi wáajnen áalkwb te' taacm payykéeo'	SUBTYPE:INT
Chen ka tu yilo'ob bin u k'uchulo'ob ti' jump'éel áaktun tun beya' ku yikliko'ob jach beya'  ti' bin weekel u k'i'ik'el bin le	Chen ka tu yilo'ob bin u k'uchulo'ob ti' jump'éel áaktun tun beya' ku yikliko'ob jach beya'  ti' bin weekel u k'i'ik'el bin le	NOCHANGE
